"id","version","crossreferencet","definitiond","entrya","nounadjplurale","nounadjpluralsyllf","partofspeechc","sentenceenglishs","sentenceq","sentencesyllr","syllabaryb","vfirstpresg","vfirstpresh","vsecondimperm","vsecondimpersylln","vthirdinfo","vthirdinfsyllp","vthirdpasti","vthirdpastsyllj","vthirdpresk","vthirdpressylll","entrytranslit","nounadjpluraltranslit","sentencetranslit","vfirstprestranslit","vsecondimpertranslit","vthirdinftranslit","vthirdpasttranslit","vthirdprestranslit","entrytone","nounadjpluraltone","vfirstprestone","vsecondimpertone","vthirdinftone","vthirdpasttone","vthirdprestone","source","definitionlarge","etymology","category","notes","modified"
72353,3,"adisiyaa, gakahiyaa, ganehiyaa, ganiyaa",he's leaving it behind,ahiyaa,"","",vt,<u>Leave</u> the car when you go back.,<u>Hihiyvi</u> na dagwalela ihahnigisvi.,<u>ᎯᎯᏴᎢ</u> Ꮎ ᏓᏆᎴᎳ ᎢᎭᏂᎩᏒᎢ.,ᎠᎯᏯᎠ,jiiyaa,ᏥᎢᏯᎠ,hihiya,ᎯᎯᏯ,uhiyasdi,ᎤᎯᏯᏍᏗ,uhiyvi,ᎤᎯᏴᎢ,ahiyasgoi,ᎠᎯᏯᏍᎪᎢ,ahiyaa,"",hihiyvi na daqualela ihanigisvi,tsiiyaa,hihiya,uhiyasdi,uhiyvi,ahiyasgoi,a1hi2ya.3?a,"",ji.2?i2ya.3?a,hi.2hi23ya,u2hi34ya32sdi,u1hi3yv23?i,a1hi2ya32sgo3?i,ced,"","","","","1,545,507,747,000"
72354,4,ahlohdi,he's placing it on something,ahlahvsga,,,vt,<u>Put</u> the bottle <u>on</u> the table.,Gasgilv <u>hihlahvga</u> na gugu.,ᎦᏍᎩᎸ <u>ᎯᏝᎲᎦ</u> Ꮎ ᎫᎫ.,ᎠᏝᎲᏍᎦ,jihlahvsga,ᏥᏝᎲᏍᎦ,hihlahvga,ᎯᏝᎲᎦ,uhlohdi,ᎤᏠᏗ,uhlahnvi,ᎤᏝᏅᎢ,ahlahvsgoi,ᎠᏝᎲᏍᎪᎢ,atlahvsga,,gasgilv hitlahvga na gugu,tsitlahvsga,hitlahvga,utlodi,utlahvsga,atlahvsgoi,a1hla.2hv.3sga,,ji1hla.2hv.3sga,hi.2hla.2hv1ga,u2hloh2di,u1hla.2hv23?sga,a1hla.2hv.3sgo.3?i,ced,,,"","","1,597,508,790,000"
72355,3,"ahlawidisgi, ahlawitdiha","he's taking off flying, its flying away",ahlawidiha,"","",vi,"When something scares a bird, <u>it flies away</u>.","Gohusdi yusgasdanela jisgwa, <u>ahlawdisgoi</u>.","ᎪᎱᏍᏗ ᏳᏍᎦᏍᏓᏁᎳ ᏥᏍᏆ, <u>ᎠᏝᏫᏗᏍᎪᎢ</u>.",ᎠᏝᏫᏗᎭ,gadlawidiha,ᎦᏜᏫᏗᎭ,hahlawida,ᎭᏝᏫᏓ,uhlawitdi,ᎤᏝᏫᏘᏗ,uhlawidvhvi,ᎤᏝᏫᏛᎲᎢ,ahlawidisgoi,ᎠᏝᏫᏗᏍᎪᎢ,atlawidiha,"","gohusdi yusgasdanela tsisqua, <u>atlawidisgoi</u>.",gadlawidiha,hatlawida,utlawitidi,utlawitvhvi,atlawidisgoi,a1hla.2wi2di.3ha,"",ga.2dla.2wi2di.3ha,ha.2hla.2wi23da,u2hla.2wi2tdi,u2hla.2wi2dv2hv23?i,a1hla2wi2di23sgo.3?i,ced,"","","","","1,575,908,152,000"
72356,3,"ahlawidiha, ahlawitdiha",something that flies away,ahlawidisgi,dihlawidisgi,ᏗᏝᏫᏗᏍᎩ,n,Do you want <u>something that flies</u>?,Gohusdis <u>ahlawidisgi</u> jaduli?,ᎪᎱᏍᏗᏍ <u>ᎠᏝᏫᏗᏍᎩ</u> ᏣᏚᎵ?,ᎠᏝᏫᏗᏍᎩ,"","","","","","","","","","",atlawidisgi,ditlawidisgi,gohusdi atlawidisgi tsatuli,"","","","","",a.2hla.2wi2di4sgi,di2hla.2wi2di4sgi,"","","","","",ced,"","","","","1,545,507,748,000"
72357,3,"ahlawidiha, ahlawitdisgi","he's making him, it fly",ahlawitdiha,"","",vt,He likes <u>to fly</u> a toy airplane.,Jiyu dinehldohdi ulvkwdi <u>uhlawitdohdi</u>.,ᏥᏳ ᏗᏁᏟᏙᏗ ᎤᎸᏉᏗ <u>ᎤᏝᏫᏘᏙᏗ</u>.,ᎠᏝᏫᏘᏗᎭ,"jiyadlawitdiha, gadlawitdiha","ᏥᏯᏜᏫᏘᏗᎭ, ᎦᏜᏫᏘᏗᎭ","hiyadlawitda, hahlawitda","ᎯᏯᏜᏫᏘᏓ, ᎭᏝᏫᏘᏓ",uhlawitdohdi,ᎤᏝᏫᏘᏙᏗ,uhlawitdanvi,ᎤᏝᏫᏘᏓᏅᎢ,ahlawitdisgoi,ᎠᏝᏫᏘᏗᏍᎪᎢ,atlatidiha,"",tsiyu dinetlidodi ulvquodi utlawitidodi,"","",utlawitidodi,utlawitidanvi,"",a1hla.2wi2tdi.3ha,"","ji2ya.2dla.2wi2tdi.3ha, ga.2dla.2wi2tdi.3ha","hi2ya.2dla.2wi2tda, hahlawitda",u2hla.2wi2tdo.h3di,u1hla.2wi2tda.3nv3?i,a1hla.2wi2tdi23sgo.3?i,ced,"","","","","1,545,507,748,000"
72358,3,jiyu dihlawitdisgi,person who makes it fly,ahlawitdisgi,anahlawitdisgi,ᎠᎾᏝᏫᏘᏗᏍᎩ,n,Are <u>you the one who</u> flies this plane?,Nihis <u>hahlawitdisgi</u> hia jiyu?,ᏂᎯᏍ <u>ᎭᏝᏫᏘᏗᏍᎩ</u> ᎯᎠ ᏥᏳ?,ᎠᏝᏫᏘᏗᏍᎩ,"","","","","","","","","","",atlawitidisgi,anatlawitidisgi,nihis hatlawitidisgi hia tsiyu,"","","","","",a.2hla.2wi2tdi4sgi,a.2na.2hla.2wi2tdi4sgi,"","","","","",ced,"","","","","1,545,507,748,000"
72359,3,"",he's having a nightmare,ahligia,"","",vi,"When he has eaten a lot, <u>he has a nightmare</u>.",Tsgwisdi ulsdayvhnv yigi <u>ahligisgoi</u>.,ᏥᏈᏍᏗ ᎤᎵᏍᏓᏴᏅ ᏱᎩ <u>ᎠᏟᎩᏍᎪᎢ</u>.,ᎠᏟᎩᎠ,gadligia,ᎦᏟᎩᎠ,hahligi,ᎭᏟᎩ,uhligisdi,ᎤᏟᎩᏍᏗ,uhligisvi,ᎤᏟᎩᏒᎢ,ahligisgoi,ᎠᏟᎩᏍᎪᎢ,atligia,"",tsiquisdi ulisdayvnv yigi atigisgoi,gatligia,hatligi,utligisdi,utlisvi,atligisgoi,a1hli.2gi3?a,"",ga.2dli.2gi3?a,ha.2hli.2gi,u2hli.2gi1sdi,u1hli.2gi3sv23?i,a1hli.2gi3sgo3?i,ced,"","","","","1,545,507,748,000"
72360,5,"hila ahliili, juhliilvstanvi",its taking time,ahliilidoha,"","",vi,How long <u>did it take</u> for you to get a haircut?,Hila igohid <u>uhliilidole</u> etsdoyesgv?,ᎯᎳ ᎢᎪᎯᏓ <u>ᎤᏟᎢᎵᏙᎴ</u> ᎡᏣᏙᏰᏍᎬ?,ᎠᏟᎢᎵᏙᎭ,"","","","",uhliilidasdi,ᎤᏟᎢᎵᏓᏍᏗ,uhliilidolvi,ᎤᏟᎢᎵᏙᎸᎢ,ahliilidohoi,ᎠᏟᎢᎵᏙᎰᎢ,atliilidoha,"",hia igohida utliilidole etsadoyesgv,"","",utliilidasdi,utliilidoha,atliilidohoi,a1hli.3?i.2li23do32ha,"","","",u2hli.2?i.2li23da32sdi,u1hli.3?i.1li23do32lv23?i,a1hli.3?ilido32ho3?i,ced,"","","","","1,545,505,368,000"
72361,2,ahlilosdi,he's measuring it,ahliloa,"","",vt,A carpenter uses a ruler in <u>measuring</u> the place where he cuts the board.,Dihnesgesgi ahlilosdi kdisgo <u>ahlilosgv</u> iyv usgwalsdii hyahtena.,ᏗᏁᏍᎨᏍᎩ ᎠᏟᎶᏍᏗ ᎬᏗᏍᎪ <u>ᎠᏟᎶᏍᎬ</u> ᎢᏴ ᎤᏍᏆᎵᏍᏗᎢ ᏯᏖᎾ.,ᎠᏟᎶᎠ,gadliloa,ᎦᏟᎶᎠ,hahliloja,ᎭᏟᎶᏣ,uhlilosdi,ᎤᏟᎶᏍᏗ,uhlilovi,ᎤᏟᎶᎥᎢ,ahlilosgoi,ᎠᏟᎶᏍᎪᎢ,atliloa,"",dinesgesgi atlilosdi gvdisgo atlilosgv iyv usqualisdi yatena,gatliloa,hatlilotsa,utlilosdi,utlilovi,atlilosgoi,a1hli2lo3?a,"",ga.2dli2lo3?a,ha.2hli2lo23ja,u2hli2lo1sdi,u1hli2lo3?v23?i,a1hli2lo3sgo3?i,ced,"","","","","1,545,507,748,000"
72362,1,Ahliloa,ruler,ahlilosdi,dihlilosdi,ᏗᏟᎶᏍᏗ,n,Hand me a <u>ruler</u>.,<u>Ahlilosdi</u> esgidisi,<u>ᎠᏟᎶᏍᏗ</u> ᎡᏍᎩᏗᏏ,ᎠᏟᎶᏍᏗ,"","","","","","","","","","",atlilosdi,ditlilosdi,atlilosdi esgidisi,"","","","","",a.2hli2lo4sdi,di2hli2lo4sdi,"","","","","",ced,"","","","","1,545,507,748,000"
72363,3,ahyvhgwidvsga,it's bending,ahliyvhgwidvsga,,,vi,"When he hit the steel post with a car, <u>it bent</u>.","Dagwalela gvhdi uwahnila talugisgi getv, <u>uhliyvhgwidvnvi</u>.","ᏓᏆᎴᎳ ᎬᏗ ᎤᏩᏂᎳ ᏔᎷᎩᏍᎩ ᎨᏛ, <u>ᎤᏟᏴᏈᏛᏅᎢ</u>.",ᎠᏟᏴᏈᏛᏍᎦ,-----,-----,-----,-----,uhliyvhgwidvdi,ᎤᏟᏴᏈᏛᏗ,uhliyvhgwidvnvi,ᎤᏟᏴᏈᏛᏅᎢ,ahliyvhgwidvsgoi,ᎠᏟᏴᏈᏛᏍᎪᎢ,atliyvquitvsga,,daqualela gvdi uwanila talugisgi gedv utliyvquidvnvi,,,utliyvquitvdi,utlitvquitvnvi,atliyvquitvsgoi,a1hli.2yvhgwidvsga,,-----,-----,u2hli.2yvh2gwi.2dv1di,u1hli.2yvh2gwi.2dv32nv23?i,a1hli.2yvh2gwi.2dv32sgo3?i,ced,,,,,"1,647,911,183,000"
72364,4,--,he's snorting,ahliyvsanawsdiha,"","",vi,"When a deer is trying to scare something, <u>it snorts</u>.","Gohusdi yasgasdaneh ahwi, <u>ahliyvsanawsdisgoi</u>.","ᎪᎱᏍᏗ ᏯᏍᎦᏍᏓᏁᎭ ᎠᏫ, <u>ᎠᏟᏴᏌᎾᏩᏍᏗᏍᎪᎢ</u>.",ᎠᏟᏴᏌᎾᏩᏍᏗᎭ,galiyvsanawsdiha,ᎦᎵᏴᏌᎾᏩᏍᏗᎭ,hahliyvsanawsda,ᎭᏟᏴᏌᎾᏩᏍᏓ,uhliyvsanawsdohdi,ᎤᏟᏴᏌᎾᏩᏍᏙᏗ,uhliyvsanawstanvi,ᎤᏟᏴᏌᎾᏩᏍᏔᏅᎢ,ahliyvsanawsdisgoi,ᎠᏟᏴᏌᎾᏩᏍᏗᏍᎪᎢ,atliyvsanawasdiha,"",gohusdi yasgasdaneha awi atliyvsanawadisgoi,galiyvsanawasdiha,hatliyvsanawasda,utliyvsanawasdodi,utliyvsanawasdinvi,atlihvsanawasdisgoi,a1hli.2yv23sa.3naw1sdi.3ha,"",ga.2li1yv23sa.3naw1sdi.3ha,ha.2hli.2yv2sa.2naw1sda,u2hli.2yv23sa.3naw1sdoh3di,u1hli.2yv23sa.3naw1sta.2nv3?i,a1hli.2yv23sa.3naw1sdi23sgo3?i,ced,"","","","","1,545,507,749,000"
72365,2,ahljadohvsgi,he's preaching,ahljadohvsga,"","",vi,<u>He preached</u> for one hour.,Suhliloda igohida <u>uhljadohnvi</u>.,ᏑᏟᎶᏓ ᎢᎪᎯᏓ <u>ᎤᎵᏣᏙᏅᎢ</u>.,ᎠᎵᏣᏙᎲᏍᎦ,galijadohvsga,ᎦᎵᏣᏙᎲᏍᎦ,hahljadohvga,ᎭᎵᏣᏙᎲᎦ,uhljatdi,ᎤᎵᏣᏘᏗ,uhljadohnvi,ᎤᎵᏣᏙᏅᎢ,ahljadohvsgoi,ᎠᎵᏣᏙᎲᏍᎪᎢ,alitsadohvsga,"",sutliloda igohida ulitsadonvi,galitsadohvsga,halitsadohvga,ulitsatidi,ulitsadonvi,alitsadohvsgoi,ahl1ja.2do23hv.3sga,"",ga.2li1ja.2do23hv.3sga,hahl2ja.2do2hv1ga,uhl2ja.3tdi,uhl1ja.2do23hnv3?i,ahl1ja.2do23hv.3sgo3?i,ced,"","","","","1,545,507,749,000"
72366,5,ahljadohvsga,preacher,ahljadohvsgi,anahljadohvsgi,ᎠᎾᎵᏣᏙᎲᏍᎩ,n,Three of his sons became <u>preachers</u>.,Joi iyanii juweji anichuja <u>anahljadohvsgi</u> nunalstanvi.,ᏦᎢ ᎢᏯᏂᎢ ᏧᏪᏥ ᎠᏂᏧᏣ <u>ᎠᎾᎵᏣᏙᎲᏍᎩ</u> ᏄᎾᎵᏍᏔᏅᎢ.,ᎠᎵᏣᏙᎲᏍᎩ,"","","","","","","","","","",alitsadohvsgi,analitsadohvsgi,tsoi iyani tsuwetsi anitsutsa analitsadohvsgi nunalistanvi,"","","","","",ahl2ja.2do4hv.2sgi,a.2nahl2ja.2do4hv.2sgi,"","","","","",ced,"","","","","1,545,507,749,000"
72367,3,ahlkotdiha,it's shattering,ahlkodvsga,,,vi,"When the ball hit the window, <u>it shattered</u>.","Sgwahlesdi uwahnila jolani, <u>uhlkodvhnvi</u>.","ᏍᏆᏞᏍᏗ ᎤᏩᏂᎳ ᏦᎳᏂ, <u>ᎤᎵᎪᏛᏅᎢ</u>.",ᎠᎵᎪᏛᏍᎦ,-----,-----,-----,-----,-----,-----,uhlkodvhnvi,ᎤᎵᎪᏛᏅᎢ,ahlkodvsgoi,ᎠᎵᎪᏛᏍᎪᎢ,aligotvsga,,squatlesdi uwanila tsolani uligodvnvi,,,,uligotvnvi,aligotvsgoi,ahl1ko2dv2sga,,-----,-----,-----,uhl1ko2dv2hnv23?i,ahl1ko2dv2sgo3?i,ced,,,,,"1,647,911,308,000"
72368,4,ahlkodvsga,he's shattering it,ahlkotdiha,"","",vt,<u>He shatters</u> the bottles by shooting them.,Dayohihv <u>dahlkotdisgo</u> gugu.,ᏓᏲᎯᎲ <u>ᏓᎵᎪᏛᏗᏍᎪ</u> ᎫᎫ.,ᎠᎵᎪᏛᏗᎭ,galikotdiha,ᎦᎵᎪᏛᏗᎭ,hahlkotda,ᎭᎵᎪᏛᏓ,uhlkotdohdi,ᎤᎵᎪᏛᏙᏗ,uhlkottanvi,ᎤᎵᎪᏛᏔᏅᎢ,ahlkotdisgoi,ᎠᎵᎪᏛᏗᏍᎪᎢ,aligotvdiha,"",dayohihv daligotvdisgo gugu,galigotvdiha,haligotvda,uligotvdodi,uligotvtanvi,aligotvdisgoi,ahl1ko2tdi.3ha,"",ga.2li1ko2tdi.3ha,hahl2ko2tda,uhl2ko2tdoh3di,uhl1ko2tta.2nv3?i,ahl1ko3tdi23sgo.3?i,ced,"","","","","1,545,507,749,000"
72369,3,ahlahvsga,phonograph record,ahlohdi,dihlohdi,ᏗᏠᏗ,n,I like to play <u>records</u>.,<u>Dihlohdi</u> digwanehldohdi agilvkwdi.,<u>ᏗᏠᏗ</u> ᏗᏆᏁᏟᏙᏗ ᎠᎩᎸᏉᏗ.,ᎠᏠᏗ,"","","","","","","","","","",atlodi,ditlodi,ditlodi diquanetlidodi agilvquodi,"","","","","",a.3hloh2di,di23hloh2di,"","","","","",ced,"","","","","1,545,507,749,000"
72370,1,"",he's beating him at a game,ahlosga,"","",vt,"When we played ball by ourselves, <u>I beat him</u>.","Oginvsa oginalasgalvha, <u>jihlosvi</u>.","ᎣᎩᏅᏌ ᎣᎩᎾᎳᏍᎦᎸᎭ, <u>ᏥᏠᏒᎢ</u>.",ᎠᏠᏍᎦ,jihlosga,ᏥᏠᏍᎦ,hihlohi,ᎯᏠᎯ,uhlohisdi,ᎤᏠᎯᏍᏗ,uhlosvi,ᎤᏠᏒᎢ,ahlosgoi,ᎠᏠᏍᎪᎢ,atlosga,"",oginvsa oginalasgalvha tsitlosvi,tsitlosga,hitlohi,utlohisdi,utlosvi,atlosgoi,a1hlo2sga,"",ji1hlo2sga,hi1hlo23hi,u2hlo2hi.2sdi,u1hlo2sv23?i,a1hlo2sgo3?i,ced,"","","","","1,545,507,749,000"
72371,4,"ahltawosdi, atawoa",he's combing his hair,ahltawoa,"","",vt,"<u>She combs her hair</u> all the time, and that's why she has pretty hair.","Nigohilv <u>ahltawosgo</u>, vsgihnv iyusdi uwoduhi justihga.","ᏂᎪᎯᎸ <u>ᎠᎵᏔᏬᏍᎪ</u>, ᎥᏍᎩᏅ ᎢᏳᏍᏗ ᎤᏬᏚᎯ ᏧᏍᏘᎦ.",ᎠᎵᏔᏬᎠ,galitawoa,ᎦᎵᏔᏬᎠ,hahltawoja,ᎭᎵᏔᏬᏣ,uhltawosdi,ᎤᎵᏔᏬᏍᏗ,uhltawovi,ᎤᎵᏔᏬᎥᎢ,ahltawosgoi,ᎠᎵᏔᏬᏍᎪᎢ,alitawoa,"",nigohilv alitawosgo usginv iyusdi uwoduhi tsustiga,galitawoa,halitawotsa,ulitawosdi,ulitawovi,alitawosgoi,ahl1ta.2wo3?a,"",ga.2li1ta.2wo3?a,hahl2ta.2wo23ja,uhl2ta.2wo1sdi,uhl1ta.2wo3?v23?i,ahl1ta.2wo3sgo3?i,ced,"","","","","1,545,507,749,000"
72372,1,"ahltawoa, atawoa",comb,ahltawosdi,dihltawosdi,ᏗᎵᏔᏬᏍᏗ,n,I want to buy a <u>comb</u>,<u>Ahltawosdi</u> akiwahisdi agwaduli.,<u>ᎠᎵᏔᏬᏍᏗ</u> ᎠᎩᏩᎯᏍᏗ ᎠᏆᏚᎵ.,ᎠᎵᏔᏬᏍᏗ,"","","","","","","","","","",alitawosdi,dilitawosdi,alitawosdi agiwahisdi aquatuli,"","","","","",ahl2ta.2wo3sdi,dihl2ta.2wo3sdi,"","","","","",ced,"","","","","1,545,507,749,000"
72373,1,atelvhvsga,"he, it's moving (without changing location)",ahltelvhvsga,"","",vi,The snake isn't dead. <u>It's</u> still <u>moving</u>.,Hla ulihwojv yigi na inada. Si <u>ahltelvhvsgagwu</u>.,Ꮭ ᎤᎵᏬᏨ ᏱᎩ Ꮎ ᎢᎾᏓ. Ꮟ <u>ᎠᎵᏖᎸᎲᏍᎦᏊ</u>.,ᎠᎵᏖᎸᎲᏍᎦ,galitelvhvsga,ᎦᎵᏖᎸᎲᏍᎦ,hahltelvhvga,ᎭᎵᏖᎸᎲᎦ,uhltehldi,ᎤᎵᏖᎸᏗ,uhltelvhnvi,ᎤᎵᏖᎸᏅᎢ,ahltelvhvsgoi,ᎠᎵᏖᎸᎲᏍᎪᎢ,alitelvhvsga,"",tla uliwotsv yigi na inada si alitelvhvsgaquu,galitelvhvsga,halitelvhvga,ulitelvdi,ulitelvnvi,alitelvhvsgoi,ahl1te3lv2hv.3sga,"",ga.2li1te3lv2hv.3sga,hahl2te1lv2hv1ga,uhl2tehl1di,uhl1te3lv2hnv23?i,ahl1te3lv2hv.2sgo3?i,ced,"","","","","1,545,507,750,000"
72374,2,"ahnawea, ahnawo, ahnawoa",he's changing his shirt,ahnawaiyva,"","",vt,"When his shirt got dirty, <u>he changed it</u>.","Gadaha nulstana uhnawo, <u>uhnawaiyvsvi</u>.","ᎦᏓᎭ ᏄᎵᏍᏔᎾ ᎤᎿᎠᏬ, <u>ᎤᎿᏩᎢᏴᏒᎢ</u>.",ᎠᎿᏩᎢᏴᎠ,ganiwaiyva,ᎦᏂᏩᎢᏴᎠ,hahnawaiyvna,ᎭᎿᏩᎢᏴᎾ,uhnawaiyvsdi,ᎤᎿᏩᎢᏴᏍᏗ,uhnawaiyvsvi,ᎤᎿᏩᎢᏴᏒᎢ,ahnawaiyvsgoi,ᎠᎿᏩᎢᏴᏍᎪᎢ,ahnawaiyva,"","gadaha nulistana uhnaawo, <u>uhnawaiyvsvi</u>.",ganiwaiyva,hahnawaiyvna,uhnawaiyvsdi,uhnawaiyvsvi,ahnawaiyvsgoi,a1hna.2wa.3?i2yv3?a,"",ga.2ni1wa.3?i2yv3?a,ha.2hna.2wa.2?i2yv23na,u2hna.2wa.2?i23yv32sdi,u1hna.2wa3?i2yv3sv23?i,a1hna.2wa.3?i2yv3sgo3?i,ced,"","","","","1,575,908,152,000"
72375,4,"ahnawaiyva, ahnawo, ahnawoa, uhnawo","he's taking his shirt, coat off",ahnawea,"","",vt,"When it got warm, <u>he took off</u> his coat.","Uganawosa, <u>uhnawesv</u> gasaleni.","ᎤᎦᎾᏬᏌ, <u>ᎤᎿᏪᏒ</u> ᎦᏌᎴᏂ.",ᎠᎿᏪᎠ,ganiwea,ᎦᏂᏪᎠ,hahnawagi,ᎭᎿᏩᎩ,uhnawesdi,ᎤᎿᏪᏍᏗ,uhnawesvi,ᎤᎿᏪᏒᎢ,ahnawesgoi,ᎠᎿᏪᏍᎪᎢ,ahnawea,"","uganawosa, <u>uhnawesv</u> gasaleni.",ganiwea,hahnawagi,uhnawesdi,uhnawesvi,ahnawesgoi,a1hna.2we3?a,"",ga.2ni1we3?a,ha.2hna.2wa.2gi,u2hna.2we1sdi,u1hna.2we3sv23?i,a1hna.2we3sgo3?i,ced,"","","","","1,575,908,152,000"
72376,3,"ahnawaiyva, ahnawea, ahnawoa, uhnawo",shirt,ahnawo,dihnawo,ᏗᎿᏬ,n,I have a <u>shirt</u> made of cowhide.,Wahga ganega gohlvhtanv <u>ahnawo</u> aginaa.,ᏩᎦ ᎦᏁᎦ ᎪᏢᏔᏅ <u>ᎠᎿᏬ</u> ᎠᎩᎾᎠ.,ᎠᎿᏬ,"","","","","","","","","","",ahnawo,dihnawo,waga gega gotlvtanv ahnawo aginaa,"","","","","",a.2hna.2wo,di2hna.2wo,"","","","","",ced,"","","","","1,545,507,750,000"
72377,2,"ahnawaiyva, ahnawea, ahnawo, uhnawo",he's putting on a shirt,ahnawoa,"","",vt,"She was given a new coat, but <u>she</u> didn't <u>wear it</u>.",Ije gasaleni ajinvnelv asehnv hla <u>yuhnawoei</u>.,ᎢᏤ ᎦᏌᎴᏂ ᎠᏥᏅᏁᎸ ᎠᏎᏅ Ꮭ <u>ᏳᎿᏬᎡᎢ</u>.,ᎠᎿᏬᎠ,ganiwoa,ᎦᏂᏬᎠ,hahnawoja,ᎭᎿᏬᏣ,uhnawosdi,ᎤᎿᏬᏍᏗ,uhnawovi,ᎤᎿᏬᎥᎢ,ahnawosgoi,ᎠᎿᏬᏍᎪᎢ,ahnawoa,"",itse gasaleni atsinvnelv asenv tla yuhnawoei,ganiwoa,hahnawotsa,uhnawosdi,uhnawovi,ahnawosgoi,a1hna.2wo3?a,"",ga.2ni1wo3?a,ha.2hna.2wo23ja,u2hna.2wo1sdi,u1hna.2wo3?v23?i,a1hna.2wo3sgo3?i,ced,"","","","","1,545,507,750,000"
72378,1,"adeha, gakaneha, ganehneha, ganvneha",he's giving it to him,ahneha,"","",vt,<u>He gave</u> his son ten dollars.,Sgohi adelv <u>uhnelv</u> uweji achuja.,ᏍᎪᎯ ᎠᏕᎸ <u>ᎤᏁᎸ</u> ᎤᏪᏥ ᎠᏧᏣ.,ᎠᏁᎭ,jineha,ᏥᏁᎭ,hivsi,ᎯᎥᏏ,uhnehdi,ᎤᏁᏗ,uhnelvi,ᎤᏁᎸᎢ,ahnehoi,ᎠᏁᎰᎢ,aneha,"",sgohi adelv unelv uwetsi atsutsa,tsineha,hivsi,unedi,unelvi,anehoi,a1hne.2ha,"",ji1ne.2ha,hi.2?v.2si,u2hneh3di,u1hne23lv3?i,a1hne23ho.3?i,ced,"","","","","1,545,507,750,000"
72379,2,dihnehihi,he's wrestling,ahnehiha,"","",vi,Indians like to <u>wrestle</u>.,Aniyvwiya unilvkwdi <u>unahnesdi</u>.,ᎠᏂᏴᏫᏯ ᎤᏂᎸᏉᏗ <u>ᎤᎾᏁᏍᏗ</u>.,ᎠᏁᎯᎭ,gahnehiha,ᎦᏁᎯᎭ,hahnega,ᎭᏁᎦ,uhnesdi,ᎤᏁᏍᏗ,uhnehlvi,ᎤᏁᏢᎢ,ahnehihoi,ᎠᏁᎯᎰᎢ,anehiha,"",aniyvwiya unilvquodi unanesdi,ganehiha,hanega,unesdi,unetlvi,anehihoi,a3hne23hi.3ha,"",ga3hne23hi.3ha,ha1hne23ga,u1hne23sdi,u3hne23hlv3?i,a3hne23hi.3ho3?i,ced,"","","","","1,545,507,750,000"
72380,1,ahnehltanvi,"he's interpreting, translating it",ahnehldiha,"","",vt,<u>He's interpreting</u> the speaker's speech.,Gawonisgi gawonisgv <u>ahnehldiha</u>.,ᎦᏬᏂᏍᎩ ᎦᏬᏂᏍᎬ <u>ᎠᏁᏟᏗᎭ</u>.,ᎠᏁᏟᏗᎭ,ganehldiha,ᎦᏁᏟᏗᎭ,hahnehlda,ᎭᏁᏟᏓ,uhnehldohdi,ᎤᏁᏟᏙᏗ,uhnehltanvi,ᎤᏁᏟᏔᏅᎢ,ahnehldisgoi,ᎠᏁᏟᏗᏍᎪᎢ,anetlidiha,"",gawonisgi gawonisgv anetlidiha,ganetlidiha,hanetlida,unetlidodi,unetlitanvi,anetlidisgoi,a1hnehl3di.2ha,"",ga1nehl3di.2ha,ha2hnehl2da,u2hnehl3doh2di,u1hnehl3ta.2nv23?i,a1hnehl3di2sgo3?i,ced,"","","","","1,545,507,750,000"
72381,3,ahnehldiha,"interpretation, translation",ahnehltanvi,dihnehltanvi,ᏗᏁᏟᏔᏅᎢ,n,I want a <u>translation</u> of this book.,Hia gohweli <u>ahnehltanv</u> agwaduliha.,ᎯᎠ ᎪᏪᎵ <u>ᎠᏁᏟᏔᏅ</u> ᎠᏆᏚᎵᎭ.,ᎠᏁᏟᏔᏅᎢ,"","","","","","","","","","",anetlitanvi,dinetlitanvi,hia goweli anetlitanv aquatuliha,"","","","","",a2hnehl3tanv?i,di2hnehl3ta.2nv4?i,"","","","","",ced,"","","","","1,545,507,750,000"
72382,1,"",he's frolicking,ahnejosga,"","",vi,The children are <u>frolicking</u> in the grass,Ganulvhi <u>anahnejosga</u> diniyohli.,ᎦᏄᎸᎯ <u>ᎠᎾᏁᏦᏍᎦ</u> ᏗᏂᏲᏟ.,ᎠᏁᏦᏍᎦ,ganejosga,ᎦᏁᏦᏍᎦ,hahnejovga,ᎭᏁᏦᎥᎦ,uhnejodi,ᎤᏁᏦᏗ,uhnejonvi,ᎤᏁᏦᏅᎢ,ahnejosgoi,ᎠᏁᏦᏍᎪᎢ,anetsosga,"",ganulvhi ananetsosga diniyotli,ganetsosga,hanetsovga,unetsodi,unetsonvi,anetsosgoi,a1hne2jo.3sga,"",ga1ne2jo.3sga,ha2hne2jo.2?v1ga,u2hne2jo2di,u1hne2jo3nv23?i,a1hne2jo.3sgo3?i,ced,"","","","","1,545,507,750,000"
